0.03998400639744103,2500,99.96001599360257,0,54,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.03998400639744103,2500,99.96001599360257,0,95,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.03998400639744103,2500,99.96001599360257,0,150,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.07996801279488205,2500,199.92003198720514,0,205,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.11995201919232307,2500,299.88004798080766,0,241,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.11995201919232307,2500,299.88004798080766,0,301,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.11995201919232307,2500,299.88004798080766,0,354,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.11995201919232307,2500,299.88004798080766,0,403,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.11995201919232307,2500,299.88004798080766,0,453,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.11995201919232307,2500,299.88004798080766,0,485,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.11995201919232307,2500,299.88004798080766,0,527,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.19992003198720512,2500,499.8000799680128,0,579,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.19992003198720512,2500,499.8000799680128,0,630,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.19992003198720512,2500,499.8000799680128,0,675,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.19992003198720512,2500,499.8000799680128,0,723,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.19992003198720512,2500,499.8000799680128,0,779,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.19992003198720512,2500,499.8000799680128,0,839,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.19992003198720512,2500,499.8000799680128,0,887,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.23990403838464613,2500,599.7600959616153,0,945,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.23990403838464613,2500,599.7600959616153,0,990,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.23990403838464613,2500,599.7600959616153,0,1046,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.23990403838464613,2500,599.7600959616153,0,1099,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.23990403838464613,2500,599.7600959616153,0,1150,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0.2798880447820872,2500,699.7201119552179,0,1195,0,Zone 0
0,0,0,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0,0,0,0,1239,0,Zone 0
0.2798880447820872,2500,699.7201119552179,0,0,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,0,0,Collection Zone
0,0,0,0,1185,0,Zone 0
0.3198720511795282,2500,799.6801279488205,0,63,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,54,0,Collection Zone
0,0,0,0,1144,0,Zone 0
0.3598560575769692,2500,899.640143942423,0,124,0,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,95,0,Collection Zone
0,0,0,0,1089,0,Zone 0
0.3598560575769692,2500,899.640143942423,1.1299435028248588,176,198.87005649717514,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,150,0,Collection Zone
0,0,0,0,1034,0,Zone 0
0.3598560575769692,2500,899.640143942423,0.9009009009009009,221,199.0990990990991,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,205,0,Collection Zone
0,0,0,0,998,0,Zone 0
0.3598560575769692,2500,899.640143942423,1.094890510948905,273,298.9051094890511,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,241,0,Collection Zone
0,0,0,0,938,0,Zone 0
0.3598560575769692,2500,899.640143942423,0.8771929824561403,341,299.12280701754383,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,301,0,Collection Zone
0,0,0,0,885,0,Zone 0
0.3598560575769692,2500,899.640143942423,0.7633587786259541,392,299.23664122137404,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,354,0,Collection Zone
0,0,0,0,836,0,Zone 0
0.3598560575769692,2500,899.640143942423,0.6711409395973155,446,299.3288590604027,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,403,0,Collection Zone
0,0,0,0,786,0,Zone 0
0.3598560575769692,2500,899.640143942423,0.5976095617529881,501,299.40239043824704,Zone 1
0,0,0,0,0,0,Zone 2
0,0,0,0,0,0,Zone 3
0,0,0,0,0,0,Zone 4
0,0,0,0,453,0,Collection Zone
0,0,0,0,754,0,Zone 0
